Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,BANKNIFTY,52465,OPTIDX,PE,55400,BANKNIFTY,BANKNIFTY MAR 55400 PE,BANKNIFTY30MAR26P55400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52466,OPTIDX,CE,55600,BANKNIFTY,BANKNIFTY MAR 55600 CE,BANKNIFTY30MAR26C55600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52467,OPTIDX,PE,55600,BANKNIFTY,BANKNIFTY MAR 55600 PE,BANKNIFTY30MAR26P55600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52468,OPTIDX,CE,55700,BANKNIFTY,BANKNIFTY MAR 55700 CE,BANKNIFTY30MAR26C55700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52469,OPTIDX,PE,55700,BANKNIFTY,BANKNIFTY MAR 55700 PE,BANKNIFTY30MAR26P55700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52470,OPTIDX,CE,55800,BANKNIFTY,BANKNIFTY MAR 55800 CE,BANKNIFTY30MAR26C55800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52471,OPTIDX,PE,55800,BANKNIFTY,BANKNIFTY MAR 55800 PE,BANKNIFTY30MAR26P55800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52472,OPTIDX,CE,55900,BANKNIFTY,BANKNIFTY MAR 55900 CE,BANKNIFTY30MAR26C55900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52473,OPTIDX,PE,55900,BANKNIFTY,BANKNIFTY MAR 55900 PE,BANKNIFTY30MAR26P55900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52474,OPTIDX,CE,56000,BANKNIFTY,BANKNIFTY MAR 56000 CE,BANKNIFTY30MAR26C56000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52477,OPTIDX,PE,56000,BANKNIFTY,BANKNIFTY MAR 56000 PE,BANKNIFTY30MAR26P56000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52478,OPTIDX,CE,56100,BANKNIFTY,BANKNIFTY MAR 56100 CE,BANKNIFTY30MAR26C56100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52479,OPTIDX,PE,56100,BANKNIFTY,BANKNIFTY MAR 56100 PE,BANKNIFTY30MAR26P56100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52480,OPTIDX,CE,56200,BANKNIFTY,BANKNIFTY MAR 56200 CE,BANKNIFTY30MAR26C56200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52481,OPTIDX,PE,56200,BANKNIFTY,BANKNIFTY MAR 56200 PE,BANKNIFTY30MAR26P56200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52488,OPTIDX,CE,56300,BANKNIFTY,BANKNIFTY MAR 56300 CE,BANKNIFTY30MAR26C56300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52489,OPTIDX,PE,56300,BANKNIFTY,BANKNIFTY MAR 56300 PE,BANKNIFTY30MAR26P56300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52490,OPTIDX,CE,56400,BANKNIFTY,BANKNIFTY MAR 56400 CE,BANKNIFTY30MAR26C56400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52491,OPTIDX,PE,56400,BANKNIFTY,BANKNIFTY MAR 56400 PE,BANKNIFTY30MAR26P56400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52492,OPTIDX,CE,56500,BANKNIFTY,BANKNIFTY MAR 56500 CE,BANKNIFTY30MAR26C56500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52493,OPTIDX,PE,56500,BANKNIFTY,BANKNIFTY MAR 56500 PE,BANKNIFTY30MAR26P56500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52494,OPTIDX,CE,56600,BANKNIFTY,BANKNIFTY MAR 56600 CE,BANKNIFTY30MAR26C56600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52495,OPTIDX,PE,56600,BANKNIFTY,BANKNIFTY MAR 56600 PE,BANKNIFTY30MAR26P56600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52496,OPTIDX,CE,56700,BANKNIFTY,BANKNIFTY MAR 56700 CE,BANKNIFTY30MAR26C56700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52497,OPTIDX,PE,56700,BANKNIFTY,BANKNIFTY MAR 56700 PE,BANKNIFTY30MAR26P56700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52498,OPTIDX,CE,56800,BANKNIFTY,BANKNIFTY MAR 56800 CE,BANKNIFTY30MAR26C56800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52499,OPTIDX,PE,56800,BANKNIFTY,BANKNIFTY MAR 56800 PE,BANKNIFTY30MAR26P56800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52502,OPTIDX,CE,56900,BANKNIFTY,BANKNIFTY MAR 56900 CE,BANKNIFTY30MAR26C56900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52503,OPTIDX,PE,56900,BANKNIFTY,BANKNIFTY MAR 56900 PE,BANKNIFTY30MAR26P56900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52506,OPTIDX,CE,57100,BANKNIFTY,BANKNIFTY MAR 57100 CE,BANKNIFTY30MAR26C57100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52507,OPTIDX,PE,57100,BANKNIFTY,BANKNIFTY MAR 57100 PE,BANKNIFTY30MAR26P57100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52508,OPTIDX,CE,57200,BANKNIFTY,BANKNIFTY MAR 57200 CE,BANKNIFTY30MAR26C57200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52509,OPTIDX,PE,57200,BANKNIFTY,BANKNIFTY MAR 57200 PE,BANKNIFTY30MAR26P57200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52510,OPTIDX,CE,57300,BANKNIFTY,BANKNIFTY MAR 57300 CE,BANKNIFTY30MAR26C57300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52511,OPTIDX,PE,57300,BANKNIFTY,BANKNIFTY MAR 57300 PE,BANKNIFTY30MAR26P57300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52512,OPTIDX,CE,57400,BANKNIFTY,BANKNIFTY MAR 57400 CE,BANKNIFTY30MAR26C57400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52513,OPTIDX,PE,57400,BANKNIFTY,BANKNIFTY MAR 57400 PE,BANKNIFTY30MAR26P57400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52514,OPTIDX,CE,57500,BANKNIFTY,BANKNIFTY MAR 57500 CE,BANKNIFTY30MAR26C57500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52515,OPTIDX,PE,57500,BANKNIFTY,BANKNIFTY MAR 57500 PE,BANKNIFTY30MAR26P57500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52516,OPTIDX,CE,57600,BANKNIFTY,BANKNIFTY MAR 57600 CE,BANKNIFTY30MAR26C57600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52517,OPTIDX,PE,57600,BANKNIFTY,BANKNIFTY MAR 57600 PE,BANKNIFTY30MAR26P57600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52518,OPTIDX,CE,57700,BANKNIFTY,BANKNIFTY MAR 57700 CE,BANKNIFTY30MAR26C57700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52519,OPTIDX,PE,57700,BANKNIFTY,BANKNIFTY MAR 57700 PE,BANKNIFTY30MAR26P57700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52520,OPTIDX,CE,57800,BANKNIFTY,BANKNIFTY MAR 57800 CE,BANKNIFTY30MAR26C57800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52521,OPTIDX,PE,57800,BANKNIFTY,BANKNIFTY MAR 57800 PE,BANKNIFTY30MAR26P57800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52526,OPTIDX,CE,57900,BANKNIFTY,BANKNIFTY MAR 57900 CE,BANKNIFTY30MAR26C57900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52527,OPTIDX,PE,57900,BANKNIFTY,BANKNIFTY MAR 57900 PE,BANKNIFTY30MAR26P57900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52528,OPTIDX,CE,58000,BANKNIFTY,BANKNIFTY MAR 58000 CE,BANKNIFTY30MAR26C58000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52529,OPTIDX,PE,58000,BANKNIFTY,BANKNIFTY MAR 58000 PE,BANKNIFTY30MAR26P58000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52530,OPTIDX,CE,58100,BANKNIFTY,BANKNIFTY MAR 58100 CE,BANKNIFTY30MAR26C58100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52531,OPTIDX,PE,58100,BANKNIFTY,BANKNIFTY MAR 58100 PE,BANKNIFTY30MAR26P58100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52532,OPTIDX,CE,58200,BANKNIFTY,BANKNIFTY MAR 58200 CE,BANKNIFTY30MAR26C58200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52533,OPTIDX,PE,58200,BANKNIFTY,BANKNIFTY MAR 58200 PE,BANKNIFTY30MAR26P58200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52534,OPTIDX,CE,58300,BANKNIFTY,BANKNIFTY MAR 58300 CE,BANKNIFTY30MAR26C58300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52535,OPTIDX,PE,58300,BANKNIFTY,BANKNIFTY MAR 58300 PE,BANKNIFTY30MAR26P58300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52536,OPTIDX,CE,58400,BANKNIFTY,BANKNIFTY MAR 58400 CE,BANKNIFTY30MAR26C58400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52537,OPTIDX,PE,58400,BANKNIFTY,BANKNIFTY MAR 58400 PE,BANKNIFTY30MAR26P58400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52540,OPTIDX,CE,58600,BANKNIFTY,BANKNIFTY MAR 58600 CE,BANKNIFTY30MAR26C58600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52541,OPTIDX,PE,58600,BANKNIFTY,BANKNIFTY MAR 58600 PE,BANKNIFTY30MAR26P58600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52546,OPTIDX,CE,58700,BANKNIFTY,BANKNIFTY MAR 58700 CE,BANKNIFTY30MAR26C58700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52547,OPTIDX,PE,58700,BANKNIFTY,BANKNIFTY MAR 58700 PE,BANKNIFTY30MAR26P58700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52550,OPTIDX,CE,58800,BANKNIFTY,BANKNIFTY MAR 58800 CE,BANKNIFTY30MAR26C58800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52551,OPTIDX,PE,58800,BANKNIFTY,BANKNIFTY MAR 58800 PE,BANKNIFTY30MAR26P58800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52555,OPTIDX,CE,58900,BANKNIFTY,BANKNIFTY MAR 58900 CE,BANKNIFTY30MAR26C58900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52556,OPTIDX,PE,58900,BANKNIFTY,BANKNIFTY MAR 58900 PE,BANKNIFTY30MAR26P58900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52558,OPTIDX,CE,59000,BANKNIFTY,BANKNIFTY MAR 59000 CE,BANKNIFTY30MAR26C59000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52559,OPTIDX,PE,59000,BANKNIFTY,BANKNIFTY MAR 59000 PE,BANKNIFTY30MAR26P59000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52560,OPTIDX,CE,59100,BANKNIFTY,BANKNIFTY MAR 59100 CE,BANKNIFTY30MAR26C59100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52561,OPTIDX,PE,59100,BANKNIFTY,BANKNIFTY MAR 59100 PE,BANKNIFTY30MAR26P59100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52562,OPTIDX,CE,59200,BANKNIFTY,BANKNIFTY MAR 59200 CE,BANKNIFTY30MAR26C59200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52563,OPTIDX,PE,59200,BANKNIFTY,BANKNIFTY MAR 59200 PE,BANKNIFTY30MAR26P59200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52564,OPTIDX,CE,59300,BANKNIFTY,BANKNIFTY MAR 59300 CE,BANKNIFTY30MAR26C59300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52565,OPTIDX,PE,59300,BANKNIFTY,BANKNIFTY MAR 59300 PE,BANKNIFTY30MAR26P59300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52566,OPTIDX,CE,59400,BANKNIFTY,BANKNIFTY MAR 59400 CE,BANKNIFTY30MAR26C59400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52567,OPTIDX,PE,59400,BANKNIFTY,BANKNIFTY MAR 59400 PE,BANKNIFTY30MAR26P59400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52568,OPTIDX,CE,59500,BANKNIFTY,BANKNIFTY MAR 59500 CE,BANKNIFTY30MAR26C59500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52569,OPTIDX,PE,59500,BANKNIFTY,BANKNIFTY MAR 59500 PE,BANKNIFTY30MAR26P59500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52570,OPTIDX,CE,59600,BANKNIFTY,BANKNIFTY MAR 59600 CE,BANKNIFTY30MAR26C59600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52571,OPTIDX,PE,59600,BANKNIFTY,BANKNIFTY MAR 59600 PE,BANKNIFTY30MAR26P59600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52574,OPTIDX,CE,59700,BANKNIFTY,BANKNIFTY MAR 59700 CE,BANKNIFTY30MAR26C59700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52575,OPTIDX,PE,59700,BANKNIFTY,BANKNIFTY MAR 59700 PE,BANKNIFTY30MAR26P59700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52578,OPTIDX,CE,59800,BANKNIFTY,BANKNIFTY MAR 59800 CE,BANKNIFTY30MAR26C59800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52579,OPTIDX,PE,59800,BANKNIFTY,BANKNIFTY MAR 59800 PE,BANKNIFTY30MAR26P59800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52580,OPTIDX,CE,59900,BANKNIFTY,BANKNIFTY MAR 59900 CE,BANKNIFTY30MAR26C59900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52581,OPTIDX,PE,59900,BANKNIFTY,BANKNIFTY MAR 59900 PE,BANKNIFTY30MAR26P59900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52582,OPTIDX,CE,60100,BANKNIFTY,BANKNIFTY MAR 60100 CE,BANKNIFTY30MAR26C60100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52583,OPTIDX,PE,60100,BANKNIFTY,BANKNIFTY MAR 60100 PE,BANKNIFTY30MAR26P60100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52584,OPTIDX,CE,60200,BANKNIFTY,BANKNIFTY MAR 60200 CE,BANKNIFTY30MAR26C60200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52585,OPTIDX,PE,60200,BANKNIFTY,BANKNIFTY MAR 60200 PE,BANKNIFTY30MAR26P60200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52588,OPTIDX,CE,60300,BANKNIFTY,BANKNIFTY MAR 60300 CE,BANKNIFTY30MAR26C60300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52589,OPTIDX,PE,60300,BANKNIFTY,BANKNIFTY MAR 60300 PE,BANKNIFTY30MAR26P60300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52592,OPTIDX,CE,60400,BANKNIFTY,BANKNIFTY MAR 60400 CE,BANKNIFTY30MAR26C60400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52593,OPTIDX,PE,60400,BANKNIFTY,BANKNIFTY MAR 60400 PE,BANKNIFTY30MAR26P60400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52594,OPTIDX,CE,60500,BANKNIFTY,BANKNIFTY MAR 60500 CE,BANKNIFTY30MAR26C60500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52595,OPTIDX,PE,60500,BANKNIFTY,BANKNIFTY MAR 60500 PE,BANKNIFTY30MAR26P60500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52596,OPTIDX,CE,60600,BANKNIFTY,BANKNIFTY MAR 60600 CE,BANKNIFTY30MAR26C60600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52597,OPTIDX,PE,60600,BANKNIFTY,BANKNIFTY MAR 60600 PE,BANKNIFTY30MAR26P60600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52598,OPTIDX,CE,60700,BANKNIFTY,BANKNIFTY MAR 60700 CE,BANKNIFTY30MAR26C60700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52599,OPTIDX,PE,60700,BANKNIFTY,BANKNIFTY MAR 60700 PE,BANKNIFTY30MAR26P60700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52600,OPTIDX,CE,60800,BANKNIFTY,BANKNIFTY MAR 60800 CE,BANKNIFTY30MAR26C60800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52601,OPTIDX,PE,60800,BANKNIFTY,BANKNIFTY MAR 60800 PE,BANKNIFTY30MAR26P60800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52602,OPTIDX,CE,60900,BANKNIFTY,BANKNIFTY MAR 60900 CE,BANKNIFTY30MAR26C60900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52603,OPTIDX,PE,60900,BANKNIFTY,BANKNIFTY MAR 60900 PE,BANKNIFTY30MAR26P60900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52604,OPTIDX,CE,61000,BANKNIFTY,BANKNIFTY MAR 61000 CE,BANKNIFTY30MAR26C61000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52605,OPTIDX,PE,61000,BANKNIFTY,BANKNIFTY MAR 61000 PE,BANKNIFTY30MAR26P61000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52608,OPTIDX,CE,61100,BANKNIFTY,BANKNIFTY MAR 61100 CE,BANKNIFTY30MAR26C61100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52609,OPTIDX,PE,61100,BANKNIFTY,BANKNIFTY MAR 61100 PE,BANKNIFTY30MAR26P61100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52610,OPTIDX,CE,61200,BANKNIFTY,BANKNIFTY MAR 61200 CE,BANKNIFTY30MAR26C61200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52613,OPTIDX,PE,61200,BANKNIFTY,BANKNIFTY MAR 61200 PE,BANKNIFTY30MAR26P61200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52614,OPTIDX,CE,61300,BANKNIFTY,BANKNIFTY MAR 61300 CE,BANKNIFTY30MAR26C61300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52615,OPTIDX,PE,61300,BANKNIFTY,BANKNIFTY MAR 61300 PE,BANKNIFTY30MAR26P61300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52616,OPTIDX,CE,61400,BANKNIFTY,BANKNIFTY MAR 61400 CE,BANKNIFTY30MAR26C61400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52617,OPTIDX,PE,61400,BANKNIFTY,BANKNIFTY MAR 61400 PE,BANKNIFTY30MAR26P61400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52618,OPTIDX,CE,61600,BANKNIFTY,BANKNIFTY MAR 61600 CE,BANKNIFTY30MAR26C61600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52619,OPTIDX,PE,61600,BANKNIFTY,BANKNIFTY MAR 61600 PE,BANKNIFTY30MAR26P61600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52622,OPTIDX,CE,61700,BANKNIFTY,BANKNIFTY MAR 61700 CE,BANKNIFTY30MAR26C61700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52623,OPTIDX,PE,61700,BANKNIFTY,BANKNIFTY MAR 61700 PE,BANKNIFTY30MAR26P61700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52626,OPTIDX,CE,61800,BANKNIFTY,BANKNIFTY MAR 61800 CE,BANKNIFTY30MAR26C61800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52627,OPTIDX,PE,61800,BANKNIFTY,BANKNIFTY MAR 61800 PE,BANKNIFTY30MAR26P61800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52628,OPTIDX,CE,61900,BANKNIFTY,BANKNIFTY MAR 61900 CE,BANKNIFTY30MAR26C61900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52629,OPTIDX,PE,61900,BANKNIFTY,BANKNIFTY MAR 61900 PE,BANKNIFTY30MAR26P61900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52630,OPTIDX,CE,62000,BANKNIFTY,BANKNIFTY MAR 62000 CE,BANKNIFTY30MAR26C62000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52631,OPTIDX,PE,62000,BANKNIFTY,BANKNIFTY MAR 62000 PE,BANKNIFTY30MAR26P62000,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52632,OPTIDX,CE,62100,BANKNIFTY,BANKNIFTY MAR 62100 CE,BANKNIFTY30MAR26C62100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52633,OPTIDX,PE,62100,BANKNIFTY,BANKNIFTY MAR 62100 PE,BANKNIFTY30MAR26P62100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52634,OPTIDX,CE,62200,BANKNIFTY,BANKNIFTY MAR 62200 CE,BANKNIFTY30MAR26C62200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52635,OPTIDX,PE,62200,BANKNIFTY,BANKNIFTY MAR 62200 PE,BANKNIFTY30MAR26P62200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52636,OPTIDX,CE,62300,BANKNIFTY,BANKNIFTY MAR 62300 CE,BANKNIFTY30MAR26C62300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52637,OPTIDX,PE,62300,BANKNIFTY,BANKNIFTY MAR 62300 PE,BANKNIFTY30MAR26P62300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52638,OPTIDX,CE,62400,BANKNIFTY,BANKNIFTY MAR 62400 CE,BANKNIFTY30MAR26C62400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52639,OPTIDX,PE,62400,BANKNIFTY,BANKNIFTY MAR 62400 PE,BANKNIFTY30MAR26P62400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52640,OPTIDX,CE,62500,BANKNIFTY,BANKNIFTY MAR 62500 CE,BANKNIFTY30MAR26C62500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52641,OPTIDX,PE,62500,BANKNIFTY,BANKNIFTY MAR 62500 PE,BANKNIFTY30MAR26P62500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52642,OPTIDX,CE,62600,BANKNIFTY,BANKNIFTY MAR 62600 CE,BANKNIFTY30MAR26C62600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52643,OPTIDX,PE,62600,BANKNIFTY,BANKNIFTY MAR 62600 PE,BANKNIFTY30MAR26P62600,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52644,OPTIDX,CE,62700,BANKNIFTY,BANKNIFTY MAR 62700 CE,BANKNIFTY30MAR26C62700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52645,OPTIDX,PE,62700,BANKNIFTY,BANKNIFTY MAR 62700 PE,BANKNIFTY30MAR26P62700,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52646,OPTIDX,CE,62800,BANKNIFTY,BANKNIFTY MAR 62800 CE,BANKNIFTY30MAR26C62800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52647,OPTIDX,PE,62800,BANKNIFTY,BANKNIFTY MAR 62800 PE,BANKNIFTY30MAR26P62800,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52650,OPTIDX,CE,62900,BANKNIFTY,BANKNIFTY MAR 62900 CE,BANKNIFTY30MAR26C62900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52651,OPTIDX,PE,62900,BANKNIFTY,BANKNIFTY MAR 62900 PE,BANKNIFTY30MAR26P62900,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52656,OPTIDX,CE,63100,BANKNIFTY,BANKNIFTY MAR 63100 CE,BANKNIFTY30MAR26C63100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52657,OPTIDX,PE,63100,BANKNIFTY,BANKNIFTY MAR 63100 PE,BANKNIFTY30MAR26P63100,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52664,OPTIDX,CE,63200,BANKNIFTY,BANKNIFTY MAR 63200 CE,BANKNIFTY30MAR26C63200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52665,OPTIDX,PE,63200,BANKNIFTY,BANKNIFTY MAR 63200 PE,BANKNIFTY30MAR26P63200,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52666,OPTIDX,CE,63300,BANKNIFTY,BANKNIFTY MAR 63300 CE,BANKNIFTY30MAR26C63300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52667,OPTIDX,PE,63300,BANKNIFTY,BANKNIFTY MAR 63300 PE,BANKNIFTY30MAR26P63300,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52674,OPTIDX,CE,63400,BANKNIFTY,BANKNIFTY MAR 63400 CE,BANKNIFTY30MAR26C63400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52675,OPTIDX,PE,63400,BANKNIFTY,BANKNIFTY MAR 63400 PE,BANKNIFTY30MAR26P63400,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52676,OPTIDX,CE,63500,BANKNIFTY,BANKNIFTY MAR 63500 CE,BANKNIFTY30MAR26C63500,2026-03-30,30,0.05
NFO,nse_fo,BANKNIFTY,52677,OPTIDX,PE,63500,BANKNIFTY,BANKNIFTY MAR 63500 PE,BANKNIFTY30MAR26P63500,2026-03-30,30,0.05
