Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,IEX,112774,OPTSTK,CE,105,INDIAN ENERGY EXC LTD,IEX APR 105 CE,IEX28APR26C105,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112775,OPTSTK,PE,105,INDIAN ENERGY EXC LTD,IEX APR 105 PE,IEX28APR26P105,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112776,OPTSTK,CE,107,INDIAN ENERGY EXC LTD,IEX APR 107 CE,IEX28APR26C107,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112777,OPTSTK,PE,107,INDIAN ENERGY EXC LTD,IEX APR 107 PE,IEX28APR26P107,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112778,OPTSTK,CE,109,INDIAN ENERGY EXC LTD,IEX APR 109 CE,IEX28APR26C109,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112779,OPTSTK,PE,109,INDIAN ENERGY EXC LTD,IEX APR 109 PE,IEX28APR26P109,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112780,OPTSTK,CE,111,INDIAN ENERGY EXC LTD,IEX APR 111 CE,IEX28APR26C111,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112781,OPTSTK,PE,111,INDIAN ENERGY EXC LTD,IEX APR 111 PE,IEX28APR26P111,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112782,OPTSTK,CE,113,INDIAN ENERGY EXC LTD,IEX APR 113 CE,IEX28APR26C113,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112783,OPTSTK,PE,113,INDIAN ENERGY EXC LTD,IEX APR 113 PE,IEX28APR26P113,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112784,OPTSTK,CE,115,INDIAN ENERGY EXC LTD,IEX APR 115 CE,IEX28APR26C115,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112785,OPTSTK,PE,115,INDIAN ENERGY EXC LTD,IEX APR 115 PE,IEX28APR26P115,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112786,OPTSTK,CE,117,INDIAN ENERGY EXC LTD,IEX APR 117 CE,IEX28APR26C117,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112787,OPTSTK,PE,117,INDIAN ENERGY EXC LTD,IEX APR 117 PE,IEX28APR26P117,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112788,OPTSTK,CE,119,INDIAN ENERGY EXC LTD,IEX APR 119 CE,IEX28APR26C119,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112789,OPTSTK,PE,119,INDIAN ENERGY EXC LTD,IEX APR 119 PE,IEX28APR26P119,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112790,OPTSTK,CE,121,INDIAN ENERGY EXC LTD,IEX APR 121 CE,IEX28APR26C121,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112791,OPTSTK,PE,121,INDIAN ENERGY EXC LTD,IEX APR 121 PE,IEX28APR26P121,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112792,OPTSTK,CE,123,INDIAN ENERGY EXC LTD,IEX APR 123 CE,IEX28APR26C123,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112793,OPTSTK,PE,123,INDIAN ENERGY EXC LTD,IEX APR 123 PE,IEX28APR26P123,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112794,OPTSTK,CE,125,INDIAN ENERGY EXC LTD,IEX APR 125 CE,IEX28APR26C125,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112795,OPTSTK,PE,125,INDIAN ENERGY EXC LTD,IEX APR 125 PE,IEX28APR26P125,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112796,OPTSTK,CE,127,INDIAN ENERGY EXC LTD,IEX APR 127 CE,IEX28APR26C127,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112797,OPTSTK,PE,127,INDIAN ENERGY EXC LTD,IEX APR 127 PE,IEX28APR26P127,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112798,OPTSTK,CE,129,INDIAN ENERGY EXC LTD,IEX APR 129 CE,IEX28APR26C129,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112799,OPTSTK,PE,129,INDIAN ENERGY EXC LTD,IEX APR 129 PE,IEX28APR26P129,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112800,OPTSTK,CE,131,INDIAN ENERGY EXC LTD,IEX APR 131 CE,IEX28APR26C131,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112801,OPTSTK,PE,131,INDIAN ENERGY EXC LTD,IEX APR 131 PE,IEX28APR26P131,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112802,OPTSTK,CE,133,INDIAN ENERGY EXC LTD,IEX APR 133 CE,IEX28APR26C133,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112803,OPTSTK,PE,133,INDIAN ENERGY EXC LTD,IEX APR 133 PE,IEX28APR26P133,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112804,OPTSTK,CE,135,INDIAN ENERGY EXC LTD,IEX APR 135 CE,IEX28APR26C135,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112805,OPTSTK,PE,135,INDIAN ENERGY EXC LTD,IEX APR 135 PE,IEX28APR26P135,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112806,OPTSTK,CE,137,INDIAN ENERGY EXC LTD,IEX APR 137 CE,IEX28APR26C137,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112807,OPTSTK,PE,137,INDIAN ENERGY EXC LTD,IEX APR 137 PE,IEX28APR26P137,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112808,OPTSTK,CE,139,INDIAN ENERGY EXC LTD,IEX APR 139 CE,IEX28APR26C139,2026-04-28,3750,0.01
NFO,nse_fo,IEX,112809,OPTSTK,PE,139,INDIAN ENERGY EXC LTD,IEX APR 139 PE,IEX28APR26P139,2026-04-28,3750,0.01
NFO,nse_fo,GRASIM,112817,OPTSTK,CE,3160,GRASIM INDUSTRIES LTD,GRASIM APR 3160 CE,GRASIM28APR26C3160,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112818,OPTSTK,PE,3160,GRASIM INDUSTRIES LTD,GRASIM APR 3160 PE,GRASIM28APR26P3160,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112819,OPTSTK,CE,3200,GRASIM INDUSTRIES LTD,GRASIM APR 3200 CE,GRASIM28APR26C3200,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112820,OPTSTK,PE,3200,GRASIM INDUSTRIES LTD,GRASIM APR 3200 PE,GRASIM28APR26P3200,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112821,OPTSTK,CE,3240,GRASIM INDUSTRIES LTD,GRASIM APR 3240 CE,GRASIM28APR26C3240,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112822,OPTSTK,PE,3240,GRASIM INDUSTRIES LTD,GRASIM APR 3240 PE,GRASIM28APR26P3240,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112823,OPTSTK,CE,3280,GRASIM INDUSTRIES LTD,GRASIM APR 3280 CE,GRASIM28APR26C3280,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112824,OPTSTK,PE,3280,GRASIM INDUSTRIES LTD,GRASIM APR 3280 PE,GRASIM28APR26P3280,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112825,OPTSTK,CE,3320,GRASIM INDUSTRIES LTD,GRASIM APR 3320 CE,GRASIM28APR26C3320,2026-04-28,250,0.05
NFO,nse_fo,GRASIM,112826,OPTSTK,PE,3320,GRASIM INDUSTRIES LTD,GRASIM APR 3320 PE,GRASIM28APR26P3320,2026-04-28,250,0.05
NFO,nse_fo,IEX,112915,OPTSTK,CE,96,INDIAN ENERGY EXC LTD,IEX MAY 96 CE,IEX26MAY26C96,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112916,OPTSTK,PE,96,INDIAN ENERGY EXC LTD,IEX MAY 96 PE,IEX26MAY26P96,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112944,OPTSTK,CE,100,INDIAN ENERGY EXC LTD,IEX MAY 100 CE,IEX26MAY26C100,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112946,OPTSTK,PE,100,INDIAN ENERGY EXC LTD,IEX MAY 100 PE,IEX26MAY26P100,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112949,OPTSTK,CE,104,INDIAN ENERGY EXC LTD,IEX MAY 104 CE,IEX26MAY26C104,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112950,OPTSTK,PE,104,INDIAN ENERGY EXC LTD,IEX MAY 104 PE,IEX26MAY26P104,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112951,OPTSTK,CE,106,INDIAN ENERGY EXC LTD,IEX MAY 106 CE,IEX26MAY26C106,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112953,OPTSTK,PE,106,INDIAN ENERGY EXC LTD,IEX MAY 106 PE,IEX26MAY26P106,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112954,OPTSTK,CE,108,INDIAN ENERGY EXC LTD,IEX MAY 108 CE,IEX26MAY26C108,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112955,OPTSTK,PE,108,INDIAN ENERGY EXC LTD,IEX MAY 108 PE,IEX26MAY26P108,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112956,OPTSTK,CE,110,INDIAN ENERGY EXC LTD,IEX MAY 110 CE,IEX26MAY26C110,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112957,OPTSTK,PE,110,INDIAN ENERGY EXC LTD,IEX MAY 110 PE,IEX26MAY26P110,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112958,OPTSTK,CE,112,INDIAN ENERGY EXC LTD,IEX MAY 112 CE,IEX26MAY26C112,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112959,OPTSTK,PE,112,INDIAN ENERGY EXC LTD,IEX MAY 112 PE,IEX26MAY26P112,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112960,OPTSTK,CE,114,INDIAN ENERGY EXC LTD,IEX MAY 114 CE,IEX26MAY26C114,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112961,OPTSTK,PE,114,INDIAN ENERGY EXC LTD,IEX MAY 114 PE,IEX26MAY26P114,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112962,OPTSTK,CE,116,INDIAN ENERGY EXC LTD,IEX MAY 116 CE,IEX26MAY26C116,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112963,OPTSTK,PE,116,INDIAN ENERGY EXC LTD,IEX MAY 116 PE,IEX26MAY26P116,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112964,OPTSTK,CE,118,INDIAN ENERGY EXC LTD,IEX MAY 118 CE,IEX26MAY26C118,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112965,OPTSTK,PE,118,INDIAN ENERGY EXC LTD,IEX MAY 118 PE,IEX26MAY26P118,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112966,OPTSTK,CE,120,INDIAN ENERGY EXC LTD,IEX MAY 120 CE,IEX26MAY26C120,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112967,OPTSTK,PE,120,INDIAN ENERGY EXC LTD,IEX MAY 120 PE,IEX26MAY26P120,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112968,OPTSTK,CE,122,INDIAN ENERGY EXC LTD,IEX MAY 122 CE,IEX26MAY26C122,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112969,OPTSTK,PE,122,INDIAN ENERGY EXC LTD,IEX MAY 122 PE,IEX26MAY26P122,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112970,OPTSTK,CE,124,INDIAN ENERGY EXC LTD,IEX MAY 124 CE,IEX26MAY26C124,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112971,OPTSTK,PE,124,INDIAN ENERGY EXC LTD,IEX MAY 124 PE,IEX26MAY26P124,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112972,OPTSTK,CE,126,INDIAN ENERGY EXC LTD,IEX MAY 126 CE,IEX26MAY26C126,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112973,OPTSTK,PE,126,INDIAN ENERGY EXC LTD,IEX MAY 126 PE,IEX26MAY26P126,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112974,OPTSTK,CE,128,INDIAN ENERGY EXC LTD,IEX MAY 128 CE,IEX26MAY26C128,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112975,OPTSTK,PE,128,INDIAN ENERGY EXC LTD,IEX MAY 128 PE,IEX26MAY26P128,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112976,OPTSTK,CE,130,INDIAN ENERGY EXC LTD,IEX MAY 130 CE,IEX26MAY26C130,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112977,OPTSTK,PE,130,INDIAN ENERGY EXC LTD,IEX MAY 130 PE,IEX26MAY26P130,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112978,OPTSTK,CE,132,INDIAN ENERGY EXC LTD,IEX MAY 132 CE,IEX26MAY26C132,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112979,OPTSTK,PE,132,INDIAN ENERGY EXC LTD,IEX MAY 132 PE,IEX26MAY26P132,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112980,OPTSTK,CE,134,INDIAN ENERGY EXC LTD,IEX MAY 134 CE,IEX26MAY26C134,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112981,OPTSTK,PE,134,INDIAN ENERGY EXC LTD,IEX MAY 134 PE,IEX26MAY26P134,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112982,OPTSTK,CE,136,INDIAN ENERGY EXC LTD,IEX MAY 136 CE,IEX26MAY26C136,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112983,OPTSTK,PE,136,INDIAN ENERGY EXC LTD,IEX MAY 136 PE,IEX26MAY26P136,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112984,OPTSTK,CE,138,INDIAN ENERGY EXC LTD,IEX MAY 138 CE,IEX26MAY26C138,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112985,OPTSTK,PE,138,INDIAN ENERGY EXC LTD,IEX MAY 138 PE,IEX26MAY26P138,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112986,OPTSTK,CE,140,INDIAN ENERGY EXC LTD,IEX MAY 140 CE,IEX26MAY26C140,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112987,OPTSTK,PE,140,INDIAN ENERGY EXC LTD,IEX MAY 140 PE,IEX26MAY26P140,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112990,OPTSTK,CE,144,INDIAN ENERGY EXC LTD,IEX MAY 144 CE,IEX26MAY26C144,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112991,OPTSTK,PE,144,INDIAN ENERGY EXC LTD,IEX MAY 144 PE,IEX26MAY26P144,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112994,OPTSTK,CE,148,INDIAN ENERGY EXC LTD,IEX MAY 148 CE,IEX26MAY26C148,2026-05-26,3750,0.01
NFO,nse_fo,IEX,112997,OPTSTK,PE,148,INDIAN ENERGY EXC LTD,IEX MAY 148 PE,IEX26MAY26P148,2026-05-26,3750,0.01
NFO,nse_fo,INDHOTEL,113160,OPTSTK,CE,470,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 470 CE,INDHOTEL28APR26C470,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113161,OPTSTK,PE,470,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 470 PE,INDHOTEL28APR26P470,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113162,OPTSTK,CE,495,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 495 CE,INDHOTEL28APR26C495,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113163,OPTSTK,PE,495,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 495 PE,INDHOTEL28APR26P495,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113164,OPTSTK,CE,505,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 505 CE,INDHOTEL28APR26C505,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113165,OPTSTK,PE,505,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 505 PE,INDHOTEL28APR26P505,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113166,OPTSTK,CE,515,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 515 CE,INDHOTEL28APR26C515,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113167,OPTSTK,PE,515,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 515 PE,INDHOTEL28APR26P515,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113168,OPTSTK,CE,525,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 525 CE,INDHOTEL28APR26C525,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113169,OPTSTK,PE,525,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 525 PE,INDHOTEL28APR26P525,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113176,OPTSTK,CE,480,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 480 CE,INDHOTEL30MAR26C480,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113177,OPTSTK,PE,480,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 480 PE,INDHOTEL30MAR26P480,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113178,OPTSTK,CE,500,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 500 CE,INDHOTEL30MAR26C500,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113179,OPTSTK,PE,500,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 500 PE,INDHOTEL30MAR26P500,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113180,OPTSTK,CE,520,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 520 CE,INDHOTEL30MAR26C520,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113181,OPTSTK,PE,520,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 520 PE,INDHOTEL30MAR26P520,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113182,OPTSTK,CE,540,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 540 CE,INDHOTEL30MAR26C540,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113183,OPTSTK,PE,540,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 540 PE,INDHOTEL30MAR26P540,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113186,OPTSTK,CE,535,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 535 CE,INDHOTEL28APR26C535,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113187,OPTSTK,PE,535,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 535 PE,INDHOTEL28APR26P535,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113188,OPTSTK,CE,560,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 560 CE,INDHOTEL30MAR26C560,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113189,OPTSTK,PE,560,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 560 PE,INDHOTEL30MAR26P560,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113190,OPTSTK,CE,570,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 570 CE,INDHOTEL30MAR26C570,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113191,OPTSTK,CE,545,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 545 CE,INDHOTEL28APR26C545,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113192,OPTSTK,PE,570,THE INDIAN HOTELS CO. LTD,INDHOTEL MAR 570 PE,INDHOTEL30MAR26P570,2026-03-30,1000,0.05
NFO,nse_fo,INDHOTEL,113193,OPTSTK,PE,545,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 545 PE,INDHOTEL28APR26P545,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113194,OPTSTK,CE,555,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 555 CE,INDHOTEL28APR26C555,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113201,OPTSTK,PE,555,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 555 PE,INDHOTEL28APR26P555,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113202,OPTSTK,CE,565,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 565 CE,INDHOTEL28APR26C565,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113204,OPTSTK,PE,565,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 565 PE,INDHOTEL28APR26P565,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113205,OPTSTK,CE,575,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 575 CE,INDHOTEL28APR26C575,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113206,OPTSTK,PE,575,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 575 PE,INDHOTEL28APR26P575,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113207,OPTSTK,CE,585,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 585 CE,INDHOTEL28APR26C585,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113208,OPTSTK,PE,585,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 585 PE,INDHOTEL28APR26P585,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113209,OPTSTK,CE,595,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 595 CE,INDHOTEL28APR26C595,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113210,OPTSTK,PE,595,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 595 PE,INDHOTEL28APR26P595,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113211,OPTSTK,CE,605,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 605 CE,INDHOTEL28APR26C605,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113214,OPTSTK,PE,605,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 605 PE,INDHOTEL28APR26P605,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113215,OPTSTK,CE,615,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 615 CE,INDHOTEL28APR26C615,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113216,OPTSTK,PE,615,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 615 PE,INDHOTEL28APR26P615,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113217,OPTSTK,CE,625,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 625 CE,INDHOTEL28APR26C625,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113218,OPTSTK,PE,625,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 625 PE,INDHOTEL28APR26P625,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113219,OPTSTK,CE,635,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 635 CE,INDHOTEL28APR26C635,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113220,OPTSTK,PE,635,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 635 PE,INDHOTEL28APR26P635,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113221,OPTSTK,CE,645,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 645 CE,INDHOTEL28APR26C645,2026-04-28,1000,0.05
NFO,nse_fo,INDHOTEL,113222,OPTSTK,PE,645,THE INDIAN HOTELS CO. LTD,INDHOTEL APR 645 PE,INDHOTEL28APR26P645,2026-04-28,1000,0.05
NFO,nse_fo,HAL,113223,OPTSTK,CE,3250,HINDUSTAN AERONAUTICS LTD,HAL MAR 3250 CE,HAL30MAR26C3250,2026-03-30,150,0.05
NFO,nse_fo,HAL,113224,OPTSTK,PE,3250,HINDUSTAN AERONAUTICS LTD,HAL MAR 3250 PE,HAL30MAR26P3250,2026-03-30,150,0.05
NFO,nse_fo,HAL,113225,OPTSTK,CE,3350,HINDUSTAN AERONAUTICS LTD,HAL MAR 3350 CE,HAL30MAR26C3350,2026-03-30,150,0.05
NFO,nse_fo,HAL,113226,OPTSTK,PE,3350,HINDUSTAN AERONAUTICS LTD,HAL MAR 3350 PE,HAL30MAR26P3350,2026-03-30,150,0.05
NFO,nse_fo,HAL,113227,OPTSTK,CE,3450,HINDUSTAN AERONAUTICS LTD,HAL MAR 3450 CE,HAL30MAR26C3450,2026-03-30,150,0.05
NFO,nse_fo,HAL,113228,OPTSTK,PE,3450,HINDUSTAN AERONAUTICS LTD,HAL MAR 3450 PE,HAL30MAR26P3450,2026-03-30,150,0.05
NFO,nse_fo,HAL,113231,OPTSTK,CE,3550,HINDUSTAN AERONAUTICS LTD,HAL MAR 3550 CE,HAL30MAR26C3550,2026-03-30,150,0.05
NFO,nse_fo,HAL,113233,OPTSTK,PE,3550,HINDUSTAN AERONAUTICS LTD,HAL MAR 3550 PE,HAL30MAR26P3550,2026-03-30,150,0.05
NFO,nse_fo,HAL,113234,OPTSTK,CE,3650,HINDUSTAN AERONAUTICS LTD,HAL MAR 3650 CE,HAL30MAR26C3650,2026-03-30,150,0.05
NFO,nse_fo,HAL,113235,OPTSTK,PE,3650,HINDUSTAN AERONAUTICS LTD,HAL MAR 3650 PE,HAL30MAR26P3650,2026-03-30,150,0.05
NFO,nse_fo,HAL,113236,OPTSTK,CE,3750,HINDUSTAN AERONAUTICS LTD,HAL MAR 3750 CE,HAL30MAR26C3750,2026-03-30,150,0.05
NFO,nse_fo,HAL,113237,OPTSTK,PE,3750,HINDUSTAN AERONAUTICS LTD,HAL MAR 3750 PE,HAL30MAR26P3750,2026-03-30,150,0.05
NFO,nse_fo,HAL,113238,OPTSTK,CE,3850,HINDUSTAN AERONAUTICS LTD,HAL MAR 3850 CE,HAL30MAR26C3850,2026-03-30,150,0.05
NFO,nse_fo,HAL,113239,OPTSTK,PE,3850,HINDUSTAN AERONAUTICS LTD,HAL MAR 3850 PE,HAL30MAR26P3850,2026-03-30,150,0.05
NFO,nse_fo,HAL,113240,OPTSTK,CE,3950,HINDUSTAN AERONAUTICS LTD,HAL MAR 3950 CE,HAL30MAR26C3950,2026-03-30,150,0.05
NFO,nse_fo,HAL,113241,OPTSTK,PE,3950,HINDUSTAN AERONAUTICS LTD,HAL MAR 3950 PE,HAL30MAR26P3950,2026-03-30,150,0.05
NFO,nse_fo,HAL,113242,OPTSTK,CE,4050,HINDUSTAN AERONAUTICS LTD,HAL MAR 4050 CE,HAL30MAR26C4050,2026-03-30,150,0.05
NFO,nse_fo,HAL,113243,OPTSTK,PE,4050,HINDUSTAN AERONAUTICS LTD,HAL MAR 4050 PE,HAL30MAR26P4050,2026-03-30,150,0.05
NFO,nse_fo,HAL,113244,OPTSTK,CE,4150,HINDUSTAN AERONAUTICS LTD,HAL MAR 4150 CE,HAL30MAR26C4150,2026-03-30,150,0.05
NFO,nse_fo,HAL,113245,OPTSTK,PE,4150,HINDUSTAN AERONAUTICS LTD,HAL MAR 4150 PE,HAL30MAR26P4150,2026-03-30,150,0.05
NFO,nse_fo,HAL,113246,OPTSTK,CE,4250,HINDUSTAN AERONAUTICS LTD,HAL MAR 4250 CE,HAL30MAR26C4250,2026-03-30,150,0.05
